wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
1,1,NA,NA,2,1,NA,NA,NA,1.0490862076521892,47,40-49,Female,Bayern,1,Divorced / separated,Protestant,NA,Employee in low / medium position,"2,000 to below 2,500 <80>",1,7,Less than 3 kilometer,50 <96> 249,5,2,0.5,0,0.5,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3
1,3,NA,NA,3,3,NA,NA,NA,1.0490862076521892,50,50-59,Male,Bayern,1,"Single, without partner",Roman Catholic,NA,Skilled worker,"1,000 to below 1,500 <80>",1,1,Less than 3 kilometer,1000 and more,5,10,1,0.6666666666666666,0.5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,2,NA,NA,2,2,NA,NA,NA,1.0490862076521892,62,60 and older,Male,Bayern,0,Married,"No, I don't feel close to any religion",NA,Self-employed / freelancer,"1,000 to below 1,500 <80>",2,5,6-10 kilometers,50 <96> 249,3,0,0.75,0,0.16666666666666666,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,4,2
3,1,1,1,1,3,NA,NA,NA,1.0490862076521892,23,18-29,Female,Bayern,1,"Single, without partner","Christian, but not close to a particular religious community",15,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,6,6-10 kilometers,50 <96> 249,1,0,0,0,0.8333333333333334,NA,2,1,2,2,2,2,2,3,2,3,2,2,2,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.0490862076521892,48,40-49,Female,Bayern,1,Divorced / separated,Protestant,13,Employee in low / medium position,"2,000 to below 2,500 <80>",1,7,Less than 3 kilometer,1 <96> 49,6,2,0.25,0,0.5,NA,3,3,2,3,1,3,3,2,4,3,3,2,3,3,3,2
3,1,1,1,1,1,NA,NA,NA,1.0490862076521892,55,50-59,Female,Bayern,1,"With partner, not living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",14,Self-employed / freelancer,"500 to below 1,000 <80>",1,6,Less than 3 kilometer,1000 and more,4,0,0.625,0.3333333333333333,0.5,NA,2,2,3,3,2,2,3,3,3,2,3,2,3,3,4,3
1,3,NA,NA,2,3,NA,NA,NA,1.0490862076521892,27,18-29,Female,Bayern,0,"With partner, not living together",Other Christian,NA,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,7,Less than 3 kilometer,1 <96> 49,5,59,0.5,0.3333333333333333,0.3333333333333333,2,3,2,3,3,3,3,2,3,1,4,1,4,1,1,1,1
3,2,1,1,2,1,NA,NA,NA,1.0490862076521892,63,60 and older,Male,Bayern,0,Married,"No, I don't feel close to any religion",10,Self-employed / freelancer,"1,000 to below 1,500 <80>",2,5,6-10 kilometers,50 <96> 249,3,1,0.75,0,0.3333333333333333,NA,3,3,3,3,3,2,3,2,3,2,2,2,2,4,4,3
3,1,1,1,1,1,NA,NA,NA,1.0490862076521892,47,40-49,Female,Bayern,1,"With partner, living together",Protestant,13,Employee in low / medium position,"4,000 to below 4,500 <80>",2,6,11-20 kilometers,50 <96> 249,4,0,0.375,0,0.3333333333333333,NA,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2
3,2,4,4,3,2,NA,NA,NA,1.0490862076521892,51,50-59,Male,Bayern,1,"Single, without partner",Roman Catholic,13,Skilled worker,"1,000 to below 1,500 <80>",1,2,21-50 kilometers,50 <96> 249,4,10,1,0.6666666666666666,0.6666666666666666,NA,3,3,4,4,4,3,3,4,3,4,3,3,4,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.013509033648268,56,50-59,Male,Bayern,1,"With partner, living together","No, I don't feel close to any religion",16,Employee in low / medium position,"2,500 to below 3,000 <80>",2,2,3-5 kilometers,500 <96> 999,3,0,0,0,0,NA,1,2,1,1,2,1,1,1,3,1,1,1,2,3,2,2
3,3,3,2,4,3,NA,NA,NA,1.013509033648268,39,30-39,Female,Bayern,1,Married,Protestant,13,Skilled worker,"2,000 to below 2,500 <80>",5,3,6-10 kilometers,50 <96> 249,8,85,1,1,0.6666666666666666,NA,4,4,3,3,4,1,4,4,4,3,4,4,4,4,4,4
1,4,NA,NA,4,4,NA,NA,NA,1.013509033648268,58,50-59,Male,Bayern,1,"With partner, living together","No, I don't feel close to any religion",NA,Unskilled worker,"1,000 to below 1,500 <80>",3,2,Less than 3 kilometer,500 <96> 999,8,90,1,1,0.3333333333333333,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,4
1,2,NA,NA,2,2,NA,NA,NA,1.013509033648268,54,50-59,Male,Bayern,1,Married,Protestant,NA,Employee in high position,"4,000 to below 4,500 <80>",3,5,Less than 3 kilometer,1000 and more,4,70,0.875,1,0.5,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
3,4,4,4,4,4,NA,NA,NA,1.013509033648268,46,40-49,Male,Bayern,1,Married,"No, I don't feel close to any religion",20,Employee in high position,"3,500 to below 4,000 <80>",2,7,Less than 3 kilometer,1000 and more,9,99,1,1,0.5,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.013509033648268,55,50-59,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Permanently sick or disabled,"1,500 to below 2,000 <80>",2,7,Don't know,1000 and more,1,1,0,0,0.16666666666666666,0,1,1,1,1,1,2,1,1,3,3,1,2,1,3,3,1
1,1,NA,NA,1,1,NA,NA,NA,1.013509033648268,49,40-49,Male,Bayern,1,"With partner, not living together","Christian, but not close to a particular religious community",NA,Employee in high position,"1,000 to below 1,500 <80>",1,5,11-20 kilometers,500 <96> 999,0,2,1,0.3333333333333333,0,2,2,2,4,2,3,2,4,3,4,2,4,3,4,4,3,4
3,3,2,2,3,3,NA,NA,NA,1.013509033648268,36,30-39,Female,Bayern,0,Married,Roman Catholic,16,Homemaker,"3,000 to below 3,500 <80>",4,5,11-20 kilometers,1 <96> 49,4,83,0.375,0.6666666666666666,0.3333333333333333,NA,3,3,3,4,4,2,4,2,2,1,3,2,2,3,4,2
1,2,NA,NA,4,2,NA,NA,NA,1.013509033648268,38,30-39,Female,Bayern,1,Married,Protestant,NA,Skilled worker,"2,000 to below 2,500 <80>",5,3,21-50 kilometers,1 <96> 49,8,90,0.75,1,0.16666666666666666,2,3,4,4,3,4,3,3,4,2,3,1,4,2,4,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.013509033648268,55,50-59,Male,Bayern,1,"With partner, living together","No, I don't feel close to any religion",NA,Employee in high position,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,1000 and more,3,1,0,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3
3,1,1,2,3,2,NA,NA,NA,1.013509033648268,25,18-29,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",19,"In schooling / vocational training, student",No answer,4,5,Don't know,1000 and more,6,2,0.625,0.3333333333333333,0,NA,4,3,4,3,3,4,3,3,3,4,3,4,2,4,3,3
3,3,1,1,2,1,NA,NA,NA,1.013509033648268,56,50-59,Female,Bayern,1,Married,Protestant,13,Employee in low / medium position,No answer,3,5,Less than 3 kilometer,1000 and more,5,11,1,1,0.3333333333333333,NA,2,2,4,4,3,2,4,4,4,2,4,2,4,4,4,3
1,4,NA,NA,4,4,NA,NA,NA,1.013509033648268,45,40-49,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Employee in high position,"3,500 to below 4,000 <80>",2,7,6-10 kilometers,1000 and more,9,95,1,1,0.3333333333333333,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
3,1,1,1,2,1,NA,NA,NA,1.013509033648268,65,60 and older,Female,Bayern,1,Married,"No, I don't feel close to any religion",24,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,Don't know,500 <96> 999,3,1,0.625,0,0.8333333333333334,NA,2,1,3,1,2,1,2,1,1,2,1,3,1,2,2,2
3,1,1,1,3,1,NA,NA,NA,1.013509033648268,61,60 and older,Male,Bayern,1,Married,Roman Catholic,19,Employee in low / medium position,No answer,2,5,Less than 3 kilometer,50 <96> 249,4,0,0.375,0.3333333333333333,0.5,NA,3,2,3,2,1,3,2,3,1,3,2,3,2,2,1,2
3,1,1,1,1,1,NA,NA,NA,1.013509033648268,56,50-59,Male,Bayern,1,Married,"No, I don't feel close to any religion",23,Retired,"2,000 to below 2,500 <80>",2,5,6-10 kilometers,1000 and more,1,0,0,0,0,NA,2,1,1,1,1,2,1,1,2,3,1,1,1,2,3,2
1,1,NA,NA,1,2,NA,NA,NA,1.013509033648268,36,30-39,Male,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"5,000 or more <80>",6,6,3-5 kilometers,500 <96> 999,3,0,0.375,0.3333333333333333,0.16666666666666666,2,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2
3,3,3,3,3,2,NA,NA,NA,1.0152665725260943,35,30-39,Female,Bayern,0,Married,No answer,16,Homemaker,No answer,4,5,6-10 kilometers,250 <96> 499,4,0,0.625,1,0.16666666666666666,NA,3,2,4,3,4,3,4,4,4,3,3,3,3,3,3,3
1,2,NA,NA,1,1,NA,NA,NA,1.0152665725260943,56,50-59,Male,Bayern,1,"Single, without partner","No, I don't feel close to any religion",NA,Retired,"2,500 to below 3,000 <80>",1,6,Less than 3 kilometer,1000 and more,3,1,0.375,0,0.16666666666666666,2,2,1,2,1,3,2,3,2,2,2,2,1,2,3,3,2
3,2,3,2,3,1,NA,NA,NA,1.0152665725260943,31,30-39,Female,Bayern,1,"With partner, living together","Christian, but not close to a particular religious community",17,Employee in low / medium position,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,250 <96> 499,7,0,0.75,0.3333333333333333,0,NA,2,4,3,4,2,4,4,3,3,3,4,3,2,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,52,50-59,Male,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",NA,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,1000 and more,5,0,0.5,0.3333333333333333,0.3333333333333333,3,3,2,3,4,3,3,2,4,3,3,3,2,3,3,3,3
3,4,4,4,2,4,NA,NA,NA,1.0152665725260943,34,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",12,Employee in low / medium position,"3,000 to below 3,500 <80>",4,4,3-5 kilometers,1000 and more,9,94,0.875,0.6666666666666666,0,NA,4,1,4,4,4,4,4,4,3,1,4,2,3,3,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,48,40-49,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Skilled worker,below 500 <80>,2,4,3-5 kilometers,500 <96> 999,4,1,0.5,0,0.8333333333333334,1,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,53,50-59,Male,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",14,Employee in low / medium position,"1,000 to below 1,500 <80>",1,5,3-5 kilometers,1000 and more,5,0,0.625,0,0.3333333333333333,NA,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2
3,1,1,1,2,1,NA,NA,NA,1.0152665725260943,57,50-59,Female,Bayern,1,Married,Protestant,12,Retired,"2,500 to below 3,000 <80>",2,8,3-5 kilometers,1000 and more,2,0,0.25,0,0.6666666666666666,NA,2,3,1,1,1,1,1,1,2,2,1,2,1,3,1,1
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,59,50-59,Male,Bayern,1,"With partner, living together",Roman Catholic,13,Employee in low / medium position,"2,000 to below 2,500 <80>",2,5,3-5 kilometers,250 <96> 499,4,0,0.625,0,0.3333333333333333,NA,2,2,3,2,2,2,4,4,3,3,4,2,4,4,4,3
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,26,18-29,Male,Bayern,1,Married,Muslim,15,"In schooling / vocational training, student","1,500 to below 2,000 <80>",4,3,Less than 3 kilometer,500 <96> 999,5,0,0,0,0.5,NA,1,1,1,1,2,1,1,3,1,1,1,1,3,3,1,2
1,3,NA,NA,2,3,NA,NA,NA,1.0152665725260943,46,40-49,Female,Schleswig-Holstein,1,Married,Roman Catholic,NA,Senior civil servant,"2,500 to below 3,000 <80>",2,6,21-50 kilometers,500 <96> 999,2,40,0.75,1,0.16666666666666666,3,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,2
3,2,2,1,2,1,NA,NA,NA,1.0152665725260943,43,40-49,Male,Bayern,1,"Single, without partner","No, I don't feel close to any religion",9,Other,No answer,1,5,Don't know,50 <96> 249,5,0,0.625,0,0,NA,2,2,3,2,3,2,2,3,3,2,2,2,3,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,47,40-49,Female,Bayern,1,Married,Protestant,NA,Employee in low / medium position,"4,000 to below 4,500 <80>",4,7,11-20 kilometers,50 <96> 249,3,3,0.375,0,0,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3
3,1,3,3,2,3,NA,NA,NA,1.0152665725260943,48,40-49,Female,Bayern,1,Married,"No, I don't feel close to any religion",16,Employee in low / medium position,"4,000 to below 4,500 <80>",4,9,6-10 kilometers,There are no refugees in my town,9,0,0.5,0,0,NA,2,1,3,3,3,2,3,3,3,2,4,2,3,3,4,3
3,1,1,1,2,1,NA,NA,NA,1.0152665725260943,39,30-39,Female,Bayern,1,"With partner, not living together",Protestant,14,Employee in high position,"2,000 to below 2,500 <80>",2,6,3-5 kilometers,50 <96> 249,5,20,0.625,1,0.6666666666666666,NA,3,4,3,4,4,4,2,3,3,3,2,3,3,3,4,3
3,2,1,1,2,2,NA,NA,NA,1.0152665725260943,56,50-59,Female,Bayern,1,Married,Roman Catholic,12,Employee in high position,"4,000 to below 4,500 <80>",4,6,Less than 3 kilometer,1 <96> 49,6,20,0.875,1,0.6666666666666666,NA,3,3,4,3,2,3,4,4,3,3,3,2,3,4,2,2
3,3,2,3,3,3,NA,NA,NA,1.0152665725260943,64,60 and older,Female,Bayern,1,Married,Protestant,14,Employee in low / medium position,"2,500 to below 3,000 <80>",2,3,Less than 3 kilometer,1000 and more,2,10,1,1,0.6666666666666666,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,1,NA,NA,2,3,NA,NA,NA,1.0152665725260943,38,30-39,Female,Bayern,1,Divorced / separated,Protestant,NA,Employee in high position,"2,000 to below 2,500 <80>",2,7,Less than 3 kilometer,1000 and more,5,20,0.375,0.6666666666666666,0.5,2,3,3,3,4,4,3,2,4,2,3,2,3,2,3,4,2
3,4,1,1,4,1,NA,NA,NA,1.0152665725260943,56,50-59,Male,Bayern,1,"Single, without partner","No, I don't feel close to any religion",15,Unskilled worker,No answer,2,3,Less than 3 kilometer,1000 and more,5,0,0.75,0.6666666666666666,0.3333333333333333,NA,4,4,4,4,4,4,3,1,4,4,3,4,2,3,4,3
3,1,3,1,2,2,NA,NA,NA,1.0152665725260943,36,30-39,Female,Bayern,1,"Single, without partner","No, I don't feel close to any religion",13,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,Less than 3 kilometer,1000 and more,7,0,0.75,0.6666666666666666,0,NA,2,4,3,2,4,2,3,3,3,2,3,2,3,2,3,2
3,2,2,1,3,1,NA,NA,NA,1.0152665725260943,37,30-39,Male,Bayern,1,Married,Roman Catholic,12,Employee in high position,"3,000 to below 3,500 <80>",4,5,Don't know,1 <96> 49,5,10,1,0.6666666666666666,0,NA,4,4,3,3,4,4,3,4,4,4,3,4,4,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,41,40-49,Male,Bayern,1,Married,Roman Catholic,NA,Employee in high position,"4,000 to below 4,500 <80>",5,8,11-20 kilometers,1000 and more,3,1,0.25,0,0.3333333333333333,1,3,1,3,1,3,2,3,3,3,2,3,3,3,4,3,3
3,2,2,2,3,2,NA,NA,NA,1.0152665725260943,61,60 and older,Male,Bayern,1,Married,Roman Catholic,17,Unemployed / seeking work,No answer,2,7,Less than 3 kilometer,500 <96> 999,7,10,1,0.3333333333333333,0,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,53,50-59,Male,Bayern,1,"With partner, living together","No, I don't feel close to any religion",14,Employee in low / medium position,"5,000 or more <80>",2,7,3-5 kilometers,1000 and more,3,0,0.25,0,0.3333333333333333,NA,2,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3
3,1,1,1,2,1,NA,NA,NA,1.0152665725260943,32,30-39,Female,Bayern,1,"With partner, living together",Protestant,19,Employee in low / medium position,"3,000 to below 3,500 <80>",2,7,3-5 kilometers,1000 and more,6,0,0.625,0,0,NA,4,4,3,2,3,3,3,2,3,3,2,2,2,4,3,2
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,73,60 and older,Male,Bayern,1,"With partner, living together",Protestant,NA,Retired,"1,500 to below 2,000 <80>",2,5,6-10 kilometers,1000 and more,5,0,0.125,0,0.3333333333333333,0,4,2,1,2,3,2,2,2,3,2,2,1,3,4,4,3
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,49,40-49,Male,Bayern,1,Married,"No, I don't feel close to any religion",21,Senior civil servant <96> highest level,No answer,2,3,3-5 kilometers,500 <96> 999,4,0,0.375,0,0.8333333333333334,NA,2,2,2,1,2,1,1,1,3,1,1,1,1,3,3,4
1,1,NA,NA,2,1,NA,NA,NA,1.0152665725260943,36,30-39,Male,Bayern,1,Married,No answer,NA,Employee in high position,No answer,4,6,Don't know,50 <96> 249,3,1,1,0.6666666666666666,0,2,3,4,3,4,3,3,3,3,3,3,3,4,4,3,2,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,52,50-59,Male,Bayern,1,"With partner, living together","No, I don't feel close to any religion",NA,Employee in low / medium position,"5,000 or more <80>",2,5,3-5 kilometers,1000 and more,5,0,0.25,0,0.6666666666666666,2,2,2,2,2,2,2,3,1,3,2,1,2,3,3,4,3
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,29,18-29,Female,Bayern,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"2,000 to below 2,500 <80>",2,7,Less than 3 kilometer,1000 and more,4,0,0.125,0,0,NA,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,31,30-39,Female,Bayern,1,"With partner, living together",Protestant,NA,Employee in low / medium position,"3,500 to below 4,000 <80>",2,8,6-10 kilometers,1000 and more,5,0,0.625,0,0.3333333333333333,2,4,4,4,3,4,3,3,2,3,3,3,3,3,4,3,3
1,1,NA,NA,1,3,NA,NA,NA,1.0152665725260943,46,40-49,Female,Bayern,1,Married,Protestant Free Church,NA,Employee in low / medium position,"4,000 to below 4,500 <80>",4,7,Don't know,250 <96> 499,5,79,0.375,1,0.3333333333333333,3,2,2,4,4,3,3,3,3,2,3,3,2,3,4,3,3
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,57,50-59,Male,Bayern,1,"Single, without partner",Protestant,16,Retired,"2,500 to below 3,000 <80>",1,7,Less than 3 kilometer,1000 and more,2,0,0.125,0,0.3333333333333333,NA,2,1,2,2,3,2,2,2,3,2,2,1,2,3,3,3
3,1,1,1,2,1,NA,NA,NA,1.0152665725260943,39,30-39,Male,Bayern,1,Married,Protestant,24,Employee in high position,"4,000 to below 4,500 <80>",2,8,6-10 kilometers,500 <96> 999,6,5,0.25,0.6666666666666666,0.3333333333333333,NA,3,3,3,2,4,3,3,3,4,4,3,2,3,3,2,3
3,2,2,2,2,2,NA,NA,NA,1.0152665725260943,69,60 and older,Female,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",4,Retired,"500 to below 1,000 <80>",2,3,Don't know,1000 and more,4,0,0.625,0.6666666666666666,0.3333333333333333,NA,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,1
3,1,1,1,2,2,NA,NA,NA,1.0152665725260943,69,60 and older,Male,Bayern,1,Married,"No, I don't feel close to any religion",10,Retired,"4,500 to below 5,000 <80>",2,7,6-10 kilometers,1000 and more,3,10,0.75,0,0,NA,3,2,3,2,3,2,3,3,3,2,3,2,3,3,2,2
3,2,3,3,2,3,NA,NA,NA,1.0152665725260943,27,18-29,Female,Bayern,0,"Single, without partner","No, I don't feel close to any religion",18,"In schooling / vocational training, student","500 to below 1,000 <80>",6,5,3-5 kilometers,500 <96> 999,5,0,0.125,1,0.3333333333333333,NA,3,3,4,3,2,2,3,3,3,3,3,2,3,3,3,2
1,2,NA,NA,3,1,NA,NA,NA,1.0152665725260943,68,60 and older,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Retired,"4,500 to below 5,000 <80>",2,6,Less than 3 kilometer,1000 and more,4,10,0.75,0,0,1,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,31,30-39,Male,Bayern,1,Married,"No, I don't feel close to any religion",NA,Skilled worker,"3,000 to below 3,500 <80>",3,5,Less than 3 kilometer,50 <96> 249,5,2,0.875,0,0,2,2,3,4,4,4,2,4,4,4,4,4,4,1,4,1,1
1,2,NA,NA,4,3,NA,NA,NA,1.0152665725260943,33,30-39,Female,Bayern,1,Married,"No, I don't feel close to any religion",NA,Skilled worker,"3,000 to below 3,500 <80>",4,5,3-5 kilometers,1000 and more,9,85,1,1,0.8333333333333334,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4
3,1,1,1,1,1,NA,NA,NA,1.0152665725260943,45,40-49,Female,Bayern,1,Divorced / separated,No answer,12,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,3,3-5 kilometers,1000 and more,3,0,0,0,0,NA,2,1,1,1,3,2,3,1,3,2,3,2,2,3,3,2
1,2,NA,NA,3,3,NA,NA,NA,1.0152665725260943,60,60 and older,Male,Bayern,1,Married,Roman Catholic,NA,Unemployed / seeking work,No answer,2,7,3-5 kilometers,1000 and more,8,50,1,0.6666666666666666,0,1,4,3,3,4,4,4,3,3,3,3,3,3,3,2,2,3
3,2,2,2,2,2,NA,NA,NA,1.0152665725260943,60,50-59,Female,Bayern,1,"With partner, living together",Protestant,12,Employee in low / medium position,"3,000 to below 3,500 <80>",2,4,6-10 kilometers,250 <96> 499,4,0,0.75,0.3333333333333333,0.3333333333333333,NA,3,3,4,3,3,3,3,4,3,3,3,2,4,4,3,3
3,3,3,4,3,2,NA,NA,NA,1.0152665725260943,61,60 and older,Female,Bayern,0,Married,Protestant,23,Skilled worker,"2,500 to below 3,000 <80>",2,3,11-20 kilometers,1000 and more,8,80,1,1,0.5,NA,3,3,4,4,4,3,4,4,4,3,4,3,3,4,2,2
1,3,NA,NA,2,2,NA,NA,NA,1.0152665725260943,42,40-49,Male,Bayern,1,"With partner, not living together","Christian, but not close to a particular religious community",NA,Unskilled worker,No answer,1,5,Don't know,50 <96> 249,3,0,0.25,0,0,1,2,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3
1,4,NA,NA,3,3,NA,NA,NA,1.0152665725260943,60,60 and older,Female,Bayern,0,Married,Protestant Free Church,NA,Unskilled worker,"2,000 to below 2,500 <80>",3,4,3-5 kilometers,1000 and more,7,91,0.875,1,0.5,1,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3
1,4,NA,NA,4,3,NA,NA,NA,1.0152665725260943,63,60 and older,Female,Bayern,1,Married,Protestant,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",2,4,Less than 3 kilometer,250 <96> 499,5,10,1,1,0.5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,1,1,1,2,1,NA,NA,NA,1.0152665725260943,55,50-59,Male,Bayern,1,"Single, without partner",Protestant Free Church,13,Retired,"500 to below 1,000 <80>",1,2,21-50 kilometers,1000 and more,6,3,0.75,1,0,NA,3,2,4,4,3,2,3,4,4,4,3,3,4,2,4,3
1,1,NA,NA,2,2,NA,NA,NA,1.0152665725260943,31,30-39,Female,Bayern,1,"With partner, living together",Roman Catholic,NA,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,250 <96> 499,4,0,0.5,0,0,2,3,3,3,3,3,3,3,3,4,3,3,2,3,4,4,3
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,52,50-59,Female,Bayern,1,Divorced / separated,"No, I don't feel close to any religion",NA,Employee in low / medium position,No answer,1,8,Don't know,1 <96> 49,5,60,0.75,1,0,1,4,3,4,4,2,3,4,4,4,4,3,3,3,4,4,3
3,1,1,1,2,2,NA,NA,NA,1.0152665725260943,68,60 and older,Female,Bayern,1,Married,"No, I don't feel close to any religion",10,Retired,"2,000 to below 2,500 <80>",2,7,Less than 3 kilometer,50 <96> 249,2,0,0.625,0.3333333333333333,0.3333333333333333,NA,3,1,3,4,3,3,4,4,2,3,4,3,3,3,3,2
1,1,NA,NA,2,1,NA,NA,NA,1.0152665725260943,38,30-39,Male,Bayern,1,"With partner, living together",Protestant,NA,Employee in high position,"4,000 to below 4,500 <80>",2,7,Don't know,500 <96> 999,6,25,0.125,0.6666666666666666,0.3333333333333333,1,3,2,3,3,3,3,3,3,4,4,3,2,3,4,3,3
1,1,NA,NA,3,1,NA,NA,NA,1.0152665725260943,55,50-59,Female,Bayern,1,Married,Roman Catholic,NA,Employee in high position,"2,000 to below 2,500 <80>",4,6,3-5 kilometers,1 <96> 49,7,30,0.75,0.6666666666666666,0.6666666666666666,1,4,3,4,3,3,3,4,4,2,4,4,2,3,4,4,4
1,1,NA,NA,2,1,NA,NA,NA,1.0152665725260943,58,50-59,Female,Bayern,1,"Single, without partner",Protestant,NA,Employee in low / medium position,"500 to below 1,000 <80>",1,3,Don't know,500 <96> 999,5,19,0.5,1,0,1,2,3,3,3,3,3,2,3,3,2,3,2,3,4,4,3
1,1,NA,NA,1,2,NA,NA,NA,1.0152665725260943,58,50-59,Male,Bayern,1,"With partner, living together",Roman Catholic,NA,Employee in low / medium position,"2,500 to below 3,000 <80>",2,6,3-5 kilometers,50 <96> 249,4,30,0.75,0.6666666666666666,0.3333333333333333,2,3,2,3,4,4,2,3,4,4,3,4,2,4,4,4,3
1,3,NA,NA,3,2,NA,NA,NA,1.0152665725260943,54,50-59,Male,Bayern,1,"Single, without partner",Protestant Free Church,NA,Retired,"500 to below 1,000 <80>",1,0 ( BOTTOM ),3-5 kilometers,1000 and more,6,40,0.875,1,0.5,4,3,1,4,4,3,4,3,3,4,4,4,4,4,4,4,4
1,1,NA,NA,1,1,NA,NA,NA,1.0152665725260943,56,50-59,Male,Bayern,1,Divorced / separated,Protestant,NA,Self-employed / freelancer,"2,000 to below 2,500 <80>",2,5,6-10 kilometers,1000 and more,7,4,1,0.6666666666666666,0.5,1,2,2,2,2,3,2,2,2,3,3,2,1,3,3,4,3
1,3,NA,NA,3,2,NA,NA,NA,1.0152665725260943,35,30-39,Female,Bayern,1,"With partner, not living together","No, I don't feel close to any religion",NA,Self-employed / freelancer,"2,000 to below 2,500 <80>",1,5,Less than 3 kilometer,1000 and more,6,6,0.875,0.6666666666666666,0.16666666666666666,2,2,4,4,3,4,3,3,3,3,3,3,4,4,4,3,3
